ano;uf;cod1;cod2;nome;habitantes
2015;SE;28;05000;Pedra Mole;3199
2015;SE;28;05109;Pedrinhas;9449
2015;SE;28;05208;Pinhão;6440
2015;SE;28;05307;Pirambu;9063
2015;SE;28;05406;Poço Redondo;33757
2015;SE;28;05505;Poço Verde;23416
2015;SE;28;05604;Porto da Folha;28492
2015;SE;28;05703;Propriá;29655
2015;SE;28;05802;Riachão do Dantas;19976
2015;SE;28;05901;Riachuelo;10033
2015;SE;28;06008;Ribeirópolis;18362
2015;SE;28;06107;Rosário do Catete;10364
2015;SE;28;06206;Salgado;20083
2015;SE;28;06305;Santa Luzia do Itanhy;13836
2015;SE;28;06503;Santa Rosa de Lima;3913
2015;SE;28;06404;Santana do São Francisco;7607
2015;SE;28;06602;Santo Amaro das Brotas;12025
2015;SE;28;06701;São Cristóvão;86979
2015;SE;28;06800;São Domingos;10971
2015;SE;28;06909;São Francisco;3847
2015;SE;28;07006;São Miguel do Aleixo;3902
2015;SE;28;07105;Simão Dias;40526
2015;SE;28;07204;Siriri;8677
2015;SE;28;07303;Telha;3170
2015;SE;28;07402;Tobias Barreto;51375
2015;SE;28;07501;Tomar do Geru;13200
2015;SE;28;07600;Umbaúba;24545
2015;BA;29;00108;Abaíra;9226
2015;BA;29;00207;Abaré;19574
2015;BA;29;00306;Acajutiba;15717
2015;BA;29;00355;Adustina;17153
2015;BA;29;00405;Água Fria;17043
2015;BA;29;00603;Aiquara;4767
2015;BA;29;00702;Alagoinhas;154495
2015;BA;29;00801;Alcobaça;23282
2015;BA;29;00900;Almadina;6145
2015;BA;29;01007;Amargosa;37807
2015;BA;29;01106;Amélia Rodrigues;26441
2015;BA;29;01155;América Dourada;16923
2015;BA;29;01205;Anagé;20096
2015;BA;29;01304;Andaraí;13723
2015;BA;29;01353;Andorinha;14791
2015;BA;29;01403;Angical;14724
2015;BA;29;01502;Anguera;11299
2015;BA;29;01601;Antas;19183
2015;BA;29;01700;Antônio Cardoso;12225
2015;BA;29;01809;Antônio Gonçalves;12187
2015;BA;29;01908;Aporá;19146
2015;BA;29;01957;Apuarema;7762
2015;BA;29;02054;Araças;12450
2015;BA;29;02005;Aracatu;14089
2015;BA;29;02104;Araci;56370
2015;BA;29;02203;Aramari;11314
2015;BA;29;02252;Arataca;11737
2015;BA;29;02302;Aratuípe;9127
2015;BA;29;02401;Aurelino Leal;13089
2015;BA;29;02500;Baianópolis;14195
2015;BA;29;02609;Baixa Grande;21197
2015;BA;29;02658;Banzaê;13711
2015;BA;29;02708;Barra;54188
2015;BA;29;02807;Barra da Estiva;22394
2015;BA;29;02906;Barra do Choça;34853
2015;BA;29;03003;Barra do Mendes;14526
2015;BA;29;03102;Barra do Rocha;6424
2015;BA;29;03201;Barreiras;153918
2015;BA;29;03235;Barro Alto;15377
2015;BA;29;03300;Barro Preto;6492
2015;BA;29;03276;Barrocas;15770
2015;BA;29;03409;Belmonte;23759
2015;BA;29;03508;Belo Campo;18383
2015;BA;29;03607;Biritinga;15799
2015;BA;29;03706;Boa Nova;14577
2015;BA;29;03805;Boa Vista do Tupim;18658
2015;BA;29;03904;Bom Jesus da Lapa;69526
2015;BA;29;03953;Bom Jesus da Serra;10554
2015;BA;29;04001;Boninal;14585
2015;BA;29;04050;Bonito;16873
2015;BA;29;04100;Boquira;22429
2015;BA;29;04209;Botuporã;11021
2015;BA;29;04308;Brejões;15214
2015;BA;29;04407;Brejolândia;10698
2015;BA;29;04506;Brotas de Macaúbas;11070
2015;BA;29;04605;Brumado;69255
2015;BA;29;04704;Buerarema;19283
2015;BA;29;04753;Buritirama;21549
2015;BA;29;04803;Caatiba;10166
2015;BA;29;04852;Cabaceiras do Paraguaçu;18978
2015;BA;29;04902;Cachoeira;34535
2015;BA;29;05008;Caculé;23545
2015;BA;29;05107;Caém;10143
2015;BA;29;05156;Caetanos;15982
2015;BA;29;05206;Caetité;52531
2015;BA;29;05305;Cafarnaum;18695
2015;BA;29;05404;Cairu;17730
2015;BA;29;05503;Caldeirão Grande;13641
2015;BA;29;05602;Camacan;33197
2015;BA;29;05701;Camaçari;286919
2015;BA;29;05800;Camamu;36435
2015;BA;29;05909;Campo Alegre de Lourdes;29938
2015;BA;29;06006;Campo Formoso;72271
2015;BA;29;06105;Canápolis;10142
2015;BA;29;06204;Canarana;26382
2015;BA;29;06303;Canavieiras;33268
2015;BA;29;06402;Candeal;9011
2015;BA;29;06501;Candeias;88806
2015;BA;29;06600;Candiba;14667
2015;BA;29;06709;Cândido Sales;26855
2015;BA;29;06808;Cansanção;35235
2015;BA;29;06824;Canudos;17177
2015;BA;29;06857;Capela do Alto Alegre;12118
2015;BA;29;06873;Capim Grosso;29346
2015;BA;29;06899;Caraíbas;10016
2015;BA;29;06907;Caravelas;22548
2015;BA;29;07004;Cardeal da Silva;9747
2015;BA;29;07103;Carinhanha;29955
2015;BA;29;07202;Casa Nova;72172
2015;BA;29;07301;Castro Alves;27286
2015;BA;29;07400;Catolândia;3672
2015;BA;29;07509;Catu;55719
2015;BA;29;07558;Caturama;9762
2015;BA;29;07608;Central;18140
2015;BA;29;07707;Chorrochó;11522
2015;BA;29;07806;Cícero Dantas;34478
2015;BA;29;07905;Cipó;17602
2015;BA;29;08002;Coaraci;19770
2015;BA;29;08101;Cocos;19396
2015;BA;29;08200;Conceição da Feira;22656
2015;BA;29;08309;Conceição do Almeida;18525
2015;BA;29;08408;Conceição do Coité;68146
2015;BA;29;08507;Conceição do Jacuípe;33354
2015;BA;29;08606;Conde;26194
2015;BA;29;08705;Condeúba;18269
2015;BA;29;08804;Contendas do Sincorá;4326
2015;BA;29;08903;Coração de Maria;23146
2015;BA;29;09000;Cordeiros;8834
2015;BA;29;09109;Coribe;14976
2015;BA;29;09208;Coronel João Sá;17098
2015;BA;29;09307;Correntina;33183
2015;BA;29;09406;Cotegipe;14403
2015;BA;29;09505;Cravolândia;5560
2015;BA;29;09604;Crisópolis;21617
2015;BA;29;09703;Cristópolis;14302
2015;BA;29;09802;Cruz das Almas;64197
2015;BA;29;09901;Curaçá;35208
2015;BA;29;10008;Dário Meira;12022
2015;BA;29;10057;Dias d'Ávila;78058
2015;BA;29;10107;Dom Basílio;12499
2015;BA;29;10206;Dom Macedo Costa;4153
2015;BA;29;10305;Elísio Medrado;8434
2015;BA;29;10404;Encruzilhada;20331
2015;BA;29;10503;Entre Rios;43006
2015;BA;29;00504;Érico Cardoso;11437
2015;BA;29;10602;Esplanada;36724
2015;BA;29;10701;Euclides da Cunha;60666
2015;BA;29;10727;Eunápolis;113191
2015;BA;29;10750;Fátima;18481
2015;BA;29;10776;Feira da Mata;5914
2015;BA;29;10800;Feira de Santana;617528
2015;BA;29;10859;Filadélfia;17583
2015;BA;29;10909;Firmino Alves;5786
2015;BA;29;11006;Floresta Azul;11313
2015;BA;29;11105;Formosa do Rio Preto;25372
2015;BA;29;11204;Gandu;32809
2015;BA;29;11253;Gavião;4712
2015;BA;29;11303;Gentio do Ouro;11423
2015;BA;29;11402;Glória;16072
2015;BA;29;11501;Gongogi;8082
2015;BA;29;11600;Governador Mangabeira;21267
2015;BA;29;11659;Guajeru;8805
2015;BA;29;11709;Guanambi;85797
2015;BA;29;11808;Guaratinga;22355
2015;BA;29;11857;Heliópolis;13762
2015;BA;29;11907;Iaçu;26178
2015;BA;29;12004;Ibiassucê;10502
2015;BA;29;12103;Ibicaraí;24029
2015;BA;29;12202;Ibicoara;19548
2015;BA;29;12301;Ibicuí;16696
2015;BA;29;12400;Ibipeba;18674
2015;BA;29;12509;Ibipitanga;15296
2015;BA;29;12608;Ibiquera;5158
2015;BA;29;12707;Ibirapitanga;24180
2015;BA;29;12806;Ibirapuã;8735
2015;BA;29;12905;Ibirataia;17947
2015;BA;29;13002;Ibitiara;16699
2015;BA;29;13101;Ibititá;18727
2015;BA;29;13200;Ibotirama;27655
2015;BA;29;13309;Ichu;6311
2015;BA;29;13408;Igaporã;16225
2015;BA;29;13457;Igrapiúna;14395
2015;BA;29;13507;Iguaí;27787
2015;BA;29;13606;Ilhéus;180213
2015;BA;29;13705;Inhambupe;40915
2015;BA;29;13804;Ipecaetá;15521
2015;BA;29;13903;Ipiaú;47501
2015;BA;29;14000;Ipirá;62095
2015;BA;29;14109;Ipupiara;10113
2015;BA;29;14208;Irajuba;7472
2015;BA;29;14307;Iramaia;10487
2015;BA;29;14406;Iraquara;25006
2015;BA;29;14505;Irará;29950
2015;BA;29;14604;Irecê;73380
2015;BA;29;14653;Itabela;31055
2015;BA;29;14703;Itaberaba;66310
2015;BA;29;14802;Itabuna;219680
2015;BA;29;14901;Itacaré;27619
2015;BA;29;15007;Itaeté;16446
2015;BA;29;15106;Itagi;13359
2015;BA;29;15205;Itagibá;15767
2015;BA;29;15304;Itagimirim;7351
2015;BA;29;15353;Itaguaçu da Bahia;14667
2015;BA;29;15403;Itaju do Colônia;7353
2015;BA;29;15502;Itajuípe;21754
2015;BA;29;15601;Itamaraju;67249
2015;BA;29;15700;Itamari;8514
2015;BA;29;15809;Itambé;23327
2015;BA;29;15908;Itanagra;8034
2015;BA;29;16005;Itanhém;20611
2015;BA;29;16104;Itaparica;22615
2015;BA;29;16203;Itapé;10228
2015;BA;29;16302;Itapebi;10882
2015;BA;29;16401;Itapetinga;76184
2015;BA;29;16500;Itapicuru;35987
2015;BA;29;16609;Itapitanga;10800
2015;BA;29;16708;Itaquara;8519
2015;BA;29;16807;Itarantim;20091
2015;BA;29;16856;Itatim;14763
2015;BA;29;16906;Itiruçu;13307
2015;BA;29;17003;Itiúba;38492
2015;BA;29;17102;Itororó;21178
2015;BA;29;17201;Ituaçu;19406
2015;BA;29;17300;Ituberá;29108
2015;BA;29;17334;Iuiú;11331
2015;BA;29;17359;Jaborandi;9225
2015;BA;29;17409;Jacaraci;15409
2015;BA;29;17508;Jacobina;84811
2015;BA;29;17607;Jaguaquara;55449
2015;BA;29;17706;Jaguarari;33186
2015;BA;29;17805;Jaguaripe;18647
2015;BA;29;17904;Jandaíra;11063
2015;BA;29;18001;Jequié;161528
2015;BA;29;18100;Jeremoabo;41100
2015;BA;29;18209;Jiquiriçá;15033
2015;BA;29;18308;Jitaúna;13300
2015;BA;29;18357;João Dourado;25141
2015;BA;29;18407;Juazeiro;218324
2015;BA;29;18456;Jucuruçu;10148
2015;BA;29;18506;Jussara;15841
2015;BA;29;18555;Jussari;6378
2015;BA;29;18605;Jussiape;7229
2015;BA;29;18704;Lafaiete Coutinho;4020
2015;BA;29;18753;Lagoa Real;15801
2015;BA;29;18803;Laje;23904
2015;BA;29;18902;Lajedão;4022
2015;BA;29;19009;Lajedinho;3974
2015;BA;29;19058;Lajedo do Tabocal;8836
2015;BA;29;19108;Lamarão;9442
2015;BA;29;19157;Lapão;27521
2015;BA;29;19207;Lauro de Freitas;191436
2015;BA;29;19306;Lençóis;11445
2015;BA;29;19405;Licínio de Almeida;12966
2015;BA;29;19504;Livramento de Nossa Senhora;46035
2015;BA;29;19553;Luís Eduardo Magalhães;79162
2015;BA;29;19603;Macajuba;11837
2015;BA;29;19702;Macarani;18786
2015;BA;29;19801;Macaúbas;50262
2015;BA;29;19900;Macururé;8365
2015;BA;29;19926;Madre de Deus;20348
2015;BA;29;19959;Maetinga;5174
2015;BA;29;20007;Maiquinique;10082
2015;BA;29;20106;Mairi;20097
2015;BA;29;20205;Malhada;17455
2015;BA;29;20304;Malhada de Pedras;8896
2015;BA;29;20403;Manoel Vitorino;14488
2015;BA;29;20452;Mansidão;13761
2015;BA;29;20502;Maracás;23751
2015;BA;29;20601;Maragogipe;46106
2015;BA;29;20700;Maraú;21175
2015;BA;29;20809;Marcionílio Souza;10951
2015;BA;29;20908;Mascote;14877
2015;BA;29;21005;Mata de São João;45813
2015;BA;29;21054;Matina;12314
2015;BA;29;21104;Medeiros Neto;23478
2015;BA;29;21203;Miguel Calmon;27536
2015;BA;29;21302;Milagres;11659
2015;BA;29;21401;Mirangaba;18039
2015;BA;29;21450;Mirante;9902
2015;BA;29;21500;Monte Santo;54733
2015;BA;29;21609;Morpará;8967
2015;BA;29;21708;Morro do Chapéu;36717
2015;BA;29;21807;Mortugaba;12477
2015;BA;29;21906;Mucugê;10244
2015;BA;29;22003;Mucuri;41068
2015;BA;29;22052;Mulungu do Morro;12200
2015;BA;29;22102;Mundo Novo;27165
2015;BA;29;22201;Muniz Ferreira;7893
2015;BA;29;22250;Muquém de São Francisco;11495
2015;BA;29;22300;Muritiba;30743
2015;BA;29;22409;Mutuípe;22833
2015;BA;29;22508;Nazaré;29406
2015;BA;29;22607;Nilo Peçanha;14188
2015;BA;29;22656;Nordestina;13321
2015;BA;29;22706;Nova Canaã;17082
2015;BA;29;22730;Nova Fátima;8125
2015;BA;29;22755;Nova Ibiá;7036
2015;BA;29;22805;Nova Itarana;8312
2015;BA;29;22854;Nova Redenção;9470
2015;BA;29;22904;Nova Soure;25854
2015;BA;29;23001;Nova Viçosa;43216
2015;BA;29;23035;Novo Horizonte;12238
2015;BA;29;23050;Novo Triunfo;15993
2015;BA;29;23100;Olindina;26817
2015;BA;29;23209;Oliveira dos Brejinhos;22774
2015;BA;29;23308;Ouriçangas;8839
2015;BA;29;23357;Ourolândia;17775
2015;BA;29;23407;Palmas de Monte Alto;22416
2015;BA;29;23506;Palmeiras;9130
2015;BA;29;23605;Paramirim;22077
2015;BA;29;23704;Paratinga;32636
2015;BA;29;23803;Paripiranga;29878
2015;BA;29;23902;Pau Brasil;10905
2015;BA;29;24009;Paulo Afonso;119214
2015;BA;29;24058;Pé de Serra;14471
2015;BA;29;24108;Pedrão;7568
2015;BA;29;24207;Pedro Alexandre;18135
2015;BA;29;24306;Piatã;18473
2015;BA;29;24405;Pilão Arcado;35428
2015;BA;29;24504;Pindaí;16805
2015;BA;29;24603;Pindobaçu;21062
2015;BA;29;24652;Pintadas;10742
2015;BA;29;24678;Piraí do Norte;10360
2015;BA;29;24702;Piripá;12238
2015;BA;29;24801;Piritiba;25027
2015;BA;29;24900;Planaltino;9473
2015;BA;29;25006;Planalto;26632
2015;BA;29;25105;Poções;48729
2015;BA;29;25204;Pojuca;37543
2015;BA;29;25253;Ponto Novo;16168
2015;BA;29;25303;Porto Seguro;145431
2015;BA;29;25402;Potiraguá;8969
2015;BA;29;25501;Prado;29218
2015;BA;29;25600;Presidente Dutra;14712
2015;BA;29;25709;Presidente Jânio Quadros;13178
2015;BA;29;25758;Presidente Tancredo Neves;27505
2015;BA;29;25808;Queimadas;26083
2015;BA;29;25907;Quijingue;28655
2015;BA;29;25931;Quixabeira;10033
2015;BA;29;25956;Rafael Jambeiro;24349
2015;BA;29;26004;Remanso;42275
2015;BA;29;26103;Retirolândia;13319
2015;BA;29;26202;Riachão das Neves;23264
2015;BA;29;26301;Riachão do Jacuípe;35403
2015;BA;29;26400;Riacho de Santana;36039
2015;BA;29;26509;Ribeira do Amparo;15269
2015;BA;29;26608;Ribeira do Pombal;51418
2015;BA;29;26657;Ribeirão do Largo;8260
2015;BA;29;26707;Rio de Contas;13616
2015;BA;29;26806;Rio do Antônio;15628
2015;BA;29;26905;Rio do Pires;12084
2015;BA;29;27002;Rio Real;40809
2015;BA;29;27101;Rodelas;8887
2015;BA;29;27200;Ruy Barbosa;31867
2015;BA;29;27309;Salinas da Margarida;15385
2015;BA;29;27408;Salvador;2921087
2015;BA;29;27507;Santa Bárbara;20754
2015;BA;29;27606;Santa Brígida;15100
2015;BA;29;27705;Santa Cruz Cabrália;28226
2015;BA;29;27804;Santa Cruz da Vitória;6750
2015;BA;29;27903;Santa Inês;11177
2015;BA;29;28059;Santa Luzia;13626
2015;BA;29;28109;Santa Maria da Vitória;41795
2015;BA;29;28406;Santa Rita de Cássia;28822
2015;BA;29;28505;Santa Teresinha;10586
2015;BA;29;28000;Santaluz;36915
2015;BA;29;28208;Santana;27260
2015;BA;29;28307;Santanópolis;9442
2015;BA;29;28604;Santo Amaro;61702
2015;BA;29;28703;Santo Antônio de Jesus;101548
2015;BA;29;28802;Santo Estêvão;53193
2015;BA;29;28901;São Desidério;32640
2015;BA;29;28950;São Domingos;9877
2015;BA;29;29107;São Felipe;21582
2015;BA;29;29008;São Félix;15091
2015;BA;29;29057;São Félix do Coribe;15647
2015;BA;29;29206;São Francisco do Conde;39329
2015;BA;29;29255;São Gabriel;19542
2015;BA;29;29305;São Gonçalo dos Campos;37554
2015;BA;29;29354;São José da Vitória;6118
2015;BA;29;29370;São José do Jacuípe;11061
2015;BA;29;29404;São Miguel das Matas;12009
2015;BA;29;29503;São Sebastião do Passé;45482
2015;BA;29;29602;Sapeaçu;17664
2015;BA;29;29701;Sátiro Dias;20320
2015;BA;29;29750;Saubara;12238
2015;BA;29;29800;Saúde;12739
2015;BA;29;29909;Seabra;45202
2015;BA;29;30006;Sebastião Laranjeiras;11528
2015;BA;29;30105;Senhor do Bonfim;81330
2015;BA;29;30204;Sento Sé;41464
2015;BA;29;30154;Serra do Ramalho;33011
2015;BA;29;30303;Serra Dourada;18389
2015;BA;29;30402;Serra Preta;15351
2015;BA;29;30501;Serrinha;83275
2015;BA;29;30600;Serrolândia;13373
2015;BA;29;30709;Simões Filho;133202
2015;BA;29;30758;Sítio do Mato;13320
2015;BA;29;30766;Sítio do Quinto;11767
2015;BA;29;30774;Sobradinho;23583
2015;BA;29;30808;Souto Soares;17332
2015;BA;29;30907;Tabocas do Brejo Velho;13025
2015;BA;29;31004;Tanhaçu;21282
2015;BA;29;31053;Tanque Novo;17702
2015;BA;29;31103;Tanquinho;8553
2015;BA;29;31202;Taperoá;21091
2015;BA;29;31301;Tapiramutá;17398
2015;BA;29;31350;Teixeira de Freitas;157804
2015;BA;29;31400;Teodoro Sampaio;8013
2015;BA;29;31509;Teofilândia;23011
2015;BA;29;31608;Teolândia;15178
2015;BA;29;31707;Terra Nova;13547
2015;BA;29;31806;Tremedal;18187
2015;BA;29;31905;Tucano;55777
2015;BA;29;32002;Uauá;25087
2015;BA;29;32101;Ubaíra;20782
2015;BA;29;32200;Ubaitaba;20813
2015;BA;29;32309;Ubatã;27051
2015;BA;29;32408;Uibaí;14483
2015;BA;29;32457;Umburanas;19055
2015;BA;29;32507;Una;22105
2015;BA;29;32606;Urandi;17301
2015;BA;29;32705;Uruçuca;21849
2015;BA;29;32804;Utinga;19593
2015;BA;29;32903;Valença;97305
2015;BA;29;33000;Valente;27906
2015;BA;29;33059;Várzea da Roça;14729
2015;BA;29;33109;Várzea do Poço;9416
2015;BA;29;33158;Várzea Nova;13470
2015;BA;29;33174;Varzedo;9363
2015;BA;29;33208;Vera Cruz;42650
2015;BA;29;33257;Vereda;6696
2015;BA;29;33307;Vitória da Conquista;343230
2015;BA;29;33406;Wagner;9731
2015;BA;29;33455;Wanderley;13008
2015;BA;29;33505;Wenceslau Guimarães;22530
2015;BA;29;33604;Xique-Xique;48316
2015;MG;31;00104;Abadia dos Dourados;7015
2015;MG;31;00203;Abaeté;23535
2015;MG;31;00302;Abre Campo;13719
2015;MG;31;00401;Acaiaca;4056
2015;MG;31;00500;Açucena;10140
2015;MG;31;00609;Água Boa;14686
2015;MG;31;00708;Água Comprida;2064
2015;MG;31;00807;Aguanil;4370
2015;MG;31;00906;Águas Formosas;19307
2015;MG;31;01003;Águas Vermelhas;13447
2015;MG;31;01102;Aimorés;25694
2015;MG;31;01201;Aiuruoca;6240
2015;MG;31;01300;Alagoa;2760
2015;MG;31;01409;Albertina;3033
2015;MG;31;01508;Além Paraíba;35720
2015;MG;31;01607;Alfenas;78712
2015;MG;31;01631;Alfredo Vasconcelos;6639
2015;MG;31;01706;Almenara;41296
2015;MG;31;01805;Alpercata;7478
2015;MG;31;01904;Alpinópolis;19630
2015;MG;31;02001;Alterosa;14434
2015;MG;31;02050;Alto Caparaó;5702
2015;MG;31;53509;Alto Jequitibá;8528
2015;MG;31;02100;Alto Rio Doce;11896
2015;MG;31;02209;Alvarenga;4292
2015;MG;31;02308;Alvinópolis;15619
2015;MG;31;02407;Alvorada de Minas;3666
2015;MG;31;02506;Amparo do Serra;4971
2015;MG;31;02605;Andradas;40092
2015;MG;31;02803;Andrelândia;12507
2015;MG;31;02852;Angelândia;8460
2015;MG;31;02902;Antônio Carlos;11560
2015;MG;31;03009;Antônio Dias;9685
2015;MG;31;03108;Antônio Prado de Minas;1677
2015;MG;31;03207;Araçaí;2352
2015;MG;31;03306;Aracitaba;2112
2015;MG;31;03405;Araçuaí;37270
2015;MG;31;03504;Araguari;116267
2015;MG;31;03603;Arantina;2880
2015;MG;31;03702;Araponga;8501
2015;MG;31;03751;Araporã;6657
2015;MG;31;03801;Arapuá;2875
2015;MG;31;03900;Araújos;8768
2015;MG;31;04007;Araxá;102238
2015;MG;31;04106;Arceburgo;10373
2015;MG;31;04205;Arcos;39249
2015;MG;31;04304;Areado;14740
2015;MG;31;04403;Argirita;2890
2015;MG;31;04452;Aricanduva;5118
2015;MG;31;04502;Arinos;18221
2015;MG;31;04601;Astolfo Dutra;13937
2015;MG;31;04700;Ataléia;14039
2015;MG;31;04809;Augusto de Lima;5041
2015;MG;31;04908;Baependi;19186
2015;MG;31;05004;Baldim;8071
2015;MG;31;05103;Bambuí;23850
2015;MG;31;05202;Bandeira;5019
2015;MG;31;05301;Bandeira do Sul;5674
2015;MG;31;05400;Barão de Cocais;31270
2015;MG;31;05509;Barão de Monte Alto;5706
2015;MG;31;05608;Barbacena;134924
2015;MG;31;05707;Barra Longa;5799
2015;MG;31;05905;Barroso;20693
2015;MG;31;06002;Bela Vista de Minas;10381
2015;MG;31;06101;Belmiro Braga;3501
2015;MG;31;06200;Belo Horizonte;2502557
2015;MG;31;06309;Belo Oriente;25619
2015;MG;31;06408;Belo Vale;7816
2015;MG;31;06507;Berilo;12431
2015;MG;31;06655;Berizal;4661
2015;MG;31;06606;Bertópolis;4664
2015;MG;31;06705;Betim;417307
2015;MG;31;06804;Bias Fortes;3685
2015;MG;31;06903;Bicas;14413
2015;MG;31;07000;Biquinhas;2640
2015;MG;31;07109;Boa Esperança;40287
2015;MG;31;07208;Bocaina de Minas;5174
2015;MG;31;07307;Bocaiúva;49600
2015;MG;31;07406;Bom Despacho;49236
2015;MG;31;07505;Bom Jardim de Minas;6653
2015;MG;31;07604;Bom Jesus da Penha;4150
2015;MG;31;07703;Bom Jesus do Amparo;5923
2015;MG;31;07802;Bom Jesus do Galho;15542
2015;MG;31;07901;Bom Repouso;10767
2015;MG;31;08008;Bom Sucesso;17858
2015;MG;31;08107;Bonfim;7016
2015;MG;31;08206;Bonfinópolis de Minas;5831
2015;MG;31;08255;Bonito de Minas;10669
2015;MG;31;08305;Borda da Mata;18682
2015;MG;31;08404;Botelhos;15324
2015;MG;31;08503;Botumirim;6574
2015;MG;31;08701;Brás Pires;4604
2015;MG;31;08552;Brasilândia de Minas;15727
2015;MG;31;08602;Brasília de Minas;32564
2015;MG;31;08909;Brasópolis;14934
2015;MG;31;08800;Braúnas;5045
2015;MG;31;09006;Brumadinho;37857
2015;MG;31;09105;Bueno Brandão;11223
2015;MG;31;09204;Buenópolis;10589
2015;MG;31;09253;Bugre;4134
2015;MG;31;09303;Buritis;24351
2015;MG;31;09402;Buritizeiro;28163
2015;MG;31;09451;Cabeceira Grande;6861
2015;MG;31;09501;Cabo Verde;14298
2015;MG;31;09600;Cachoeira da Prata;3721
2015;MG;31;09709;Cachoeira de Minas;11567
2015;MG;31;02704;Cachoeira de Pajeú;9410
2015;MG;31;09808;Cachoeira Dourada;2661
2015;MG;31;09907;Caetanópolis;11170
2015;MG;31;10004;Caeté;43739
2015;MG;31;10103;Caiana;5354
2015;MG;31;10202;Cajuri;4121
2015;MG;31;10301;Caldas;14396
2015;MG;31;10400;Camacho;3109
2015;MG;31;10509;Camanducaia;21955
2015;MG;31;10608;Cambuí;28669
2015;MG;31;10707;Cambuquira;13026
2015;MG;31;10806;Campanário;3733
2015;MG;31;10905;Campanha;16431
2015;MG;31;11002;Campestre;21392
2015;MG;31;11101;Campina Verde;20022
2015;MG;31;11150;Campo Azul;3843
2015;MG;31;11200;Campo Belo;54076
2015;MG;31;11309;Campo do Meio;11856
2015;MG;31;11408;Campo Florido;7675
2015;MG;31;11507;Campos Altos;15186
2015;MG;31;11606;Campos Gerais;28879
2015;MG;31;11903;Cana Verde;5737
2015;MG;31;11705;Canaã;4713
2015;MG;31;11804;Canápolis;12005
2015;MG;31;12000;Candeias;15108
2015;MG;31;12059;Cantagalo;4464
2015;MG;31;12109;Caparaó;5454
2015;MG;31;12208;Capela Nova;4825
2015;MG;31;12307;Capelinha;37330
2015;MG;31;12406;Capetinga;7185
2015;MG;31;12505;Capim Branco;9537
2015;MG;31;12604;Capinópolis;16112
2015;MG;31;12653;Capitão Andrade;5317
2015;MG;31;12703;Capitão Enéas;15074
2015;MG;31;12802;Capitólio;8612
2015;MG;31;12901;Caputira;9392
2015;MG;31;13008;Caraí;23571
2015;MG;31;13107;Caranaíba;3319
2015;MG;31;13206;Carandaí;25044
2015;MG;31;13305;Carangola;33463
2015;MG;31;13404;Caratinga;90782
2015;MG;31;13503;Carbonita;9507
2015;MG;31;13602;Careaçu;6684
2015;MG;31;13701;Carlos Chagas;19971
2015;MG;31;13800;Carmésia;2600
2015;MG;31;13909;Carmo da Cachoeira;12302
2015;MG;31;14006;Carmo da Mata;11475
2015;MG;31;14105;Carmo de Minas;14645
2015;MG;31;14204;Carmo do Cajuru;21735
2015;MG;31;14303;Carmo do Paranaíba;30782
2015;MG;31;14402;Carmo do Rio Claro;21338
2015;MG;31;14501;Carmópolis de Minas;18619
2015;MG;31;14550;Carneirinho;9985
2015;MG;31;14600;Carrancas;4096
2015;MG;31;14709;Carvalhópolis;3544
2015;MG;31;14808;Carvalhos;4633
2015;MG;31;14907;Casa Grande;2308
2015;MG;31;15003;Cascalho Rico;3037
2015;MG;31;15102;Cássia;18014
2015;MG;31;15300;Cataguases;74171
2015;MG;31;15359;Catas Altas;5230
2015;MG;31;15409;Catas Altas da Noruega;3638
2015;MG;31;15458;Catuji;6683
2015;MG;31;15474;Catuti;5174
2015;MG;31;15508;Caxambu;22231
2015;MG;31;15607;Cedro do Abaeté;1218
2015;MG;31;15706;Central de Minas;7072
2015;MG;31;15805;Centralina;10604
2015;MG;31;15904;Chácara;3042
2015;MG;31;16001;Chalé;5817
2015;MG;31;16100;Chapada do Norte;15657
2015;MG;31;16159;Chapada Gaúcha;12495
2015;MG;31;16209;Chiador;2807
2015;MG;31;16308;Cipotânea;6832
2015;MG;31;16407;Claraval;4801
2015;MG;31;16506;Claro dos Poções;7862
2015;MG;31;16605;Cláudio;27827
2015;MG;31;16704;Coimbra;7480
2015;MG;31;16803;Coluna;9178
2015;MG;31;16902;Comendador Gomes;3116
2015;MG;31;17009;Comercinho;7835
2015;MG;31;17108;Conceição da Aparecida;10302
2015;MG;31;15201;Conceição da Barra de Minas;4053
2015;MG;31;17306;Conceição das Alagoas;26018
2015;MG;31;17207;Conceição das Pedras;2849
2015;MG;31;17405;Conceição de Ipanema;4627
2015;MG;31;17504;Conceição do Mato Dentro;18198
2015;MG;31;17603;Conceição do Pará;5460
2015;MG;31;17702;Conceição do Rio Verde;13617
2015;MG;31;17801;Conceição dos Ouros;11262
2015;MG;31;17836;Cônego Marinho;7564
2015;MG;31;17876;Confins;6478
2015;MG;31;17900;Congonhal;11464
2015;MG;31;18007;Congonhas;52827
2015;MG;31;18106;Congonhas do Norte;5118
2015;MG;31;18205;Conquista;6895
2015;MG;31;18304;Conselheiro Lafaiete;125421
2015;MG;31;18403;Conselheiro Pena;23141
2015;MG;31;18502;Consolação;1804
2015;MG;31;18601;Contagem;648766
2015;MG;31;18700;Coqueiral;9461
2015;MG;31;18809;Coração de Jesus;26974
